String,Probability Of Repetition,Execution Time (ns),Solutions Found,Method Cost
Ω5ιΔ,0,75001,1,373
μxνr,0,155096,1,898
DΨaι,0,422184,1,2431
Nμjι,0,306388,1,1717
ωPN4,0,409652,1,2197
bθTl,0,53921,1,289
W8ωδ,0,175220,1,1045
tlFz,0,356100,1,2119
9JμΠ,0,33698,1,160
nΦcφ,0,308873,1,1882
%gqF,0,36409,1,169
%g41,0,625764,1,3713
φqb6,0,172059,1,979
κzσu,0,60893,1,352
JUΘ8,0,365804,1,1999
lΓζc,0,144768,1,469
7fUκ,0,32776,1,196
ΓμUε,0,53742,1,289
xΩΦ7,0,59712,1,334
UμυΣ,0,301947,1,1819
U8K1,0,240442,1,1270
oZFΘ,0,186138,1,1012
Π9υT,0,237538,1,1111
xΓγM,0,247172,1,1297
δ16λ,0,260667,1,1321
Uμζψ,0,263247,1,1078
φνvc,0,95762,1,373
idzι,0,216325,1,709
μJHC,0,135656,1,631
ξu2o,0,44302,1,190
κλυu,0,241441,1,1444
OlvX,0,388703,1,2485
ξvwh,0,318142,1,1789
χwα$,0,92211,1,499
FγMQ,0,222894,1,1276
v18θ,0,45368,1,208
vβπd,0,15879,1,61
Vhκo,0,51933,1,250
WηPJ,0,102517,1,553
huιδ,0,58424,1,355
5KX1,0,818007,1,4283
hIc3,0,77964,1,439
bλOi,0,24664,1,73
g%LΩ,0,113749,1,382
εI2R,0,409105,1,1612
λQMi,0,334147,1,1000
αZΣ$,0,1093171,1,3128
ΔS7n,0,101064,1,187
Iw$ι,0,723862,1,3050
ψκo4,0,575206,1,2182
vζ4y,0,424584,1,1561
LyrT,0,12711,1,25
@ΔΦ8,0,698547,1,2770
OBφγ,0,162551,1,631
wnΔΓ,0,289268,1,1048
xcAI,0,217144,1,943
DζUC,0,153765,1,610
CΦΞτ,0,444451,1,1510
χμJd,0,590577,1,2188
bnμS,0,884960,1,3441
fWκ%,0,418485,1,1537
pμG2,0,307257,1,1156
JV47,0,1298135,1,4172
HυaD,0,727147,1,2596
1Gκε,0,589389,1,2122
ΣEkS,0,154292,1,553
lχ6w,0,171613,1,595
β68a,0,104759,1,412
A$bV,0,254266,1,871
UlGf,0,340710,1,1372
δJκL,0,411529,1,1429
QqΛv,0,254089,1,1012
ιkcJ,0,282019,1,919
λQt7,0,246517,1,742
νlyk,0,151950,1,445
Tζyk,0,196704,1,751
SΛωc,0,416752,1,1681
4cΣK,0,1451303,1,4697
0BdK,0,260179,1,859
fKyB,0,85593,1,343
ΨoηΞ,0,54628,1,187
ΩjFΦ,0,136824,1,514
IBσ2,0,445883,1,1675
ΓC6%,0,841158,1,2578
hf2m,0,492697,1,1384
yΞbκ,0,566370,1,2239
#ΠB4,0,103475,1,349
$JY2,0,440167,1,1717
nKΞσ,0,44810,1,139
Je#ζ,0,42179,1,133
UΦAN,0,1172734,1,4460
wQ!γ,0,54185,1,250
EΓjY,0,201796,1,739
IXzπ,0,59963,1,244
ΦΘΩ0,0,762910,1,2125
eRχΘ,0,292104,1,994
xWΛc,0,286117,1,994
υVao,0,115182,1,391
YFθf,0,385558,1,1357
8xpυ,0,153122,1,553
κYuG,0,1110889,1,3947
t@Qb,0,288695,1,1159
alξ6,0,108940,1,385
LΞcυ,0,280239,1,1000
ujωt,0,162774,1,469
φfψh,0,45595,1,79
FAZn,0,456963,1,1615
tΦw6,0,293420,1,1081
ectΔ,0,694136,1,2761
υ!Γ#,0,540118,1,1651
Fo6t,0,1130189,1,3578
2η64,0,122516,1,340
kΠΔα,0,326906,1,1117
Y5ωn,0,1065860,1,4172
ΔS#o,0,27644,1,70
HUφ!,0,283317,1,1228
1γωd,0,425505,1,1597
%5pζ,0,151572,1,502
Rr@Λ,0,125103,1,403
δΛM%,0,57651,1,223
ΔTQζ,0,142956,1,424
UφXw,0,79365,1,223
Evge,0,486075,1,2044
γrηB,0,413113,1,1150
7zσ9,0,185849,1,586
ΘEkφ,0,775552,1,3569
Y80ζ,0,40466,1,160
Θυ#x,0,266048,1,1492
u1γG,0,138736,1,794
πζΞU,0,110334,1,622
$ζGf,0,79157,1,397
cτth,0,135885,1,787
χωβZ,0,157829,1,817
tτdF,0,7383,1,10
αORS,0,323090,1,1732
PEωt,0,90427,1,514
iyδ6,0,18615,1,55
φΓok,0,316821,1,1798
4iIκ,0,345126,1,2080
πNθT,0,344732,1,1987
δβ3κ,0,44435,1,157
βyδe,0,87556,1,340
eVLW,0,36217,1,169
VJqu,0,207094,1,1162
ΦβΓy,0,323715,1,1417
4πΨν,0,174705,1,826
ΛjΩ2,0,177307,1,688
Ωeχz,0,207354,1,610
ΞRLΛ,0,341834,1,487
U9zd,0,458642,1,1528
1νυκ,0,546822,1,2368
dnjp,0,57544,1,310
gQIZ,0,105658,1,526
QΓU4,0,11879,1,7
9LΘπ,0,283639,1,1417
H6jΩ,0,360631,1,1891
2ynμ,0,131166,1,709
TsLΩ,0,456540,1,2707
YUW$,0,29463,1,64
ψτσ9,0,106061,1,517
CZ@S,0,87273,1,319
0εξy,0,102406,1,439
RAT4,0,384848,1,2338
%yHψ,0,90937,1,490
BfΦζ,0,128423,1,718
ξaCΣ,0,1496301,1,5333
υsHΨ,0,248902,1,772
4βNg,0,234686,1,808
pwAD,0,99050,1,352
QσLO,0,242397,1,775
Λ%ΠJ,0,620694,1,2206
FQzL,0,5038417,1,1852
Σylj,0,432132,1,1489
XνOD,0,1283595,1,1933
4σsg,0,137667,1,724
%DZR,0,911780,1,4613
λJυG,0,47971,1,211
S%eν,0,843861,1,571
xε5R,0,381056,1,1708
Zirι,0,115539,1,517
CWμΞ,0,344068,1,2386
t2πH,0,274188,1,1096
ΓιMz,0,39406,1,88
GTλR,0,169221,1,517
σyTw,0,744240,1,2395
@ΩA$,0,59169,1,136
oJxH,0,16337,1,46
XιτU,0,55478,1,235
εNgR,0,115910,1,649
GυΩZ,0,580911,1,2932
φδκχ,0,230891,1,748
Δndβ,0,18430,1,43
XBzμ,0,82695,1,445
VtLo,0,651411,1,2425
hPbZ,0,34094,1,124
pΔψΣ,0,709065,1,3165
RP4t,0,35301,1,190
pYsE,0,242566,1,1306
pQMu,0,33548,1,166
1ζiW,0,585025,1,2656
ZJκf,0,142104,1,613
ωoOλ,0,60530,1,280
uΓχn,0,8607,1,10
tπyj,0,636358,1,3161
bΨ@q,0,87477,1,409
hΞLξ,0,108124,1,532
PfΨe,0,204821,1,1261
#WE%,0,187704,1,1042
5rMe,0,243201,1,1384
LωXp,0,258895,1,1213
y@cO,0,293428,1,1636
v6ιψ,0,115089,1,643
VElA,0,8249,1,13
ye3σ,0,113431,1,568
oνJξ,0,77796,1,472
Ψ4ω#,0,148985,1,853
3vυ6,0,975606,1,5633
nHυλ,0,61259,1,172
Oxπw,0,109221,1,226
#λmF,0,1087121,1,3515
πLXP,0,194310,1,688
ωRiH,0,8310,1,7
lx!Ω,0,129053,1,574
w!5σ,0,9260,1,13
Γνfψ,0,62939,1,274
Foκu,0,332873,1,1492
anDζ,0,61461,1,190
hZ2ν,0,653481,1,2809
TfθW,0,55298,1,196
θ28κ,0,412374,1,1516
εθur,0,300965,1,1171
8ψlU,0,678907,1,2836
ΛKRΠ,0,1257836,1,4238
w#bτ,0,83289,1,208
RlI6,0,239993,1,703
lAzC,0,230710,1,823
ΩKαU,0,122074,1,409
BaAκ,0,834151,1,2732
νTDM,0,295121,1,1096
cQ!%,0,406468,1,1444
QYZβ,0,395175,1,1219
iEUj,0,138287,1,505
sWΓζ,0,172659,1,523
υqQT,0,145706,1,559
Rπ%Θ,0,56255,1,172
aI9c,0,115163,1,313
2oX8,0,447411,1,1870
1X42,0,285366,1,1168
Δβ!υ,0,156761,1,490
!yμG,0,59755,1,139
a0RC,0,115205,1,469
dδ2i,0,79828,1,316
dfΞk,0,105336,1,427
nHt%,0,310829,1,1168
4rΛd,0,467137,1,1993
hνμπ,0,195090,1,811
Ψfb!,0,56670,1,202
2Giυ,0,252670,1,760
qIfτ,0,104319,1,299
fζΣu,0,72556,1,214
WsδQ,0,287622,1,1183
JΣrx,0,152145,1,397
μαL4,0,695864,1,2440
ωtσM,0,852813,1,3302
Q0GΦ,0,698798,1,2848
las#,0,62268,1,223
K@ru,0,127368,1,460
dwΦδ,0,366493,1,1441
w7ζE,0,158071,1,679
Δηdn,0,2021666,1,7404
κηπo,0,114822,1,424
PKEG,0,142603,1,529
κD8p,0,197997,1,709
QP4s,0,277889,1,967
ΞdaI,0,91960,1,334
UωΛf,0,470857,1,1861
εgV5,0,1288748,1,4454
VzRW,0,794403,1,2779
tεT@,0,491670,1,1894
dPπB,0,414035,1,1369
πOωσ,0,958802,1,3440
iAεx,0,160779,1,622
LY1κ,0,119211,1,448
NuκΣ,0,214763,1,721
GξrA,0,196728,1,913
DEτ9,0,19706,1,61
lIΓ3,0,262944,1,1060
gγfφ,0,84729,1,307
λmυν,0,761066,1,2809
eNQμ,0,687237,1,2239
Kγηχ,0,137236,1,376
ΩλξΓ,0,282022,1,1213
φrMα,0,479481,1,1939
ΣuZ5,0,186791,1,682
δfeζ,0,289867,1,1120
ε@gw,0,134491,1,565
Lyτθ,0,106728,1,406
SueQ,0,713602,1,2767
Qn9Z,0,147306,1,511
!GΨX,0,328285,1,1045
1eδN,0,75819,1,259
VφC0,0,396549,1,1168
EM97,0,346468,1,1243
ξPΨΞ,0,415170,1,1321
xpZb,0,937558,1,3182
ΓUΣΠ,0,171924,1,385
γΩ5N,0,708396,1,2719
φθξe,0,271418,1,1096
sυδτ,0,15594,1,43
dN9P,0,237899,1,898
6qΣF,0,287253,1,1012
Hη#Φ,0,401849,1,1438
κWψa,0,774877,1,3050
νγξ4,0,95658,1,277
ΛτψE,0,547404,1,2263
$ΦnΩ,0,114015,1,358
QGYA,0,39713,1,103
gΞdi,0,328020,1,1252
HΛ7π,0,192861,1,691
mtχΨ,0,103873,1,331
νvEM,0,89904,1,262
YGko,0,228159,1,853
υgjY,0,8216,1,4
yTtλ,0,395396,1,1537
σCι3,0,224783,1,856
β5Mg,0,137306,1,481
Tlτy,0,673740,1,2737
PkχZ,0,312754,1,1189
#λhω,0,28308,1,100
Wνυβ,0,27361,1,70
4ΞGΣ,0,28624,1,79
8sΞX,0,188663,1,550
4τFD,0,657419,1,2296
UsψG,0,99909,1,364
jηpN,0,110148,1,295
pYQi,0,276552,1,862
TcνΣ,0,387247,1,1399
iobγ,0,234239,1,703
aΨuk,0,151980,1,514
κζOd,0,121251,1,301
AF4B,0,347950,1,1204
δRiΛ,0,566705,1,1750
χspΣ,0,151545,1,406
hΣSw,0,2032047,1,1504
ΩjΨν,0,895924,1,3152
αGNv,0,123661,1,427
1Ah#,0,33963,1,109
αEΦb,0,57049,1,208
#zfΔ,0,113095,1,514
MHfD,0,125271,1,289
dOYH,0,438974,1,1177
emj2,0,999283,1,3893
SwX6,0,668085,1,2713
ΛΓ6χ,0,252649,1,1006
b!Fk,0,127360,1,424
νδΨ0,0,136266,1,556
4κ1φ,0,887068,1,3602
O5U0,0,7693,1,7
wsmk,0,237411,1,883
ιΘ9l,0,18792,1,43
d9mv,0,142123,1,553
θzXC,0,414418,1,1438
LCjγ,0,31198,1,130
1Hmb,0,1225429,1,4277
ΠξTc,0,359226,1,1483
UQBg,0,440111,1,1525
τ!jc,0,646607,1,2071
ψΓoq,0,1615621,1,4598
σΔ!W,0,240832,1,895
CηWΘ,0,381304,1,1471
1a7T,0,220290,1,766
δHdJ,0,639055,1,1885
UΓZν,0,851789,1,3422
εζα5,0,345437,1,1459
S0ζα,0,138828,1,499
0υΔτ,0,1160350,1,3545
ΩT2Φ,0,179293,1,466
#ζrA,0,86479,1,313
g9Xl,0,1539337,1,6063
MtND,0,137544,1,475
ΠξpQ,0,138757,1,565
ηlθ0,0,16881,1,16
yΛEs,0,357460,1,1432
!ΞyJ,0,436824,1,1636
cIεK,0,143903,1,545
1χVa,0,208903,1,826
ξoAW,0,866022,1,3005
KMUd,0,144445,1,547
lTεX,0,217648,1,703
WEqz,0,40581,1,124
#Jnζ,0,457071,1,1450
PYνφ,0,428974,1,1567
8UEW,0,173303,1,694
Dδvt,0,26454,1,73
ΨΘw$,0,165151,1,586
Σkds,0,198353,1,634
Γdxυ,0,667435,1,2446
υηΦP,0,174662,1,568
σY@υ,0,682879,1,2116
x4qv,0,130863,1,535
ΞtzD,0,182724,1,688
4c5η,0,325375,1,1207
sα9r,0,525962,1,1804
a4ΦΩ,0,269190,1,901
o%LB,0,74560,1,226
p9YA,0,13481,1,10
$o@Z,0,318214,1,1006
Iwxl,0,511387,1,1693
Lcψμ,0,1218474,1,3743
ΨiSR,0,434962,1,1553
Dυ5s,0,70575,1,154
7Oχr,0,146602,1,514
υhZ0,0,637989,1,2053
!QBψ,0,140384,1,418
8ζ$N,0,135049,1,409
fωηU,0,653488,1,2185
Cqaκ,0,793643,1,2674
8ψ!G,0,323665,1,1138
Xc3π,0,1093152,1,3443
FM79,0,409223,1,1354
!sH0,0,573362,1,2092
rΣΦΨ,0,53611,1,310
iΓry,0,34350,1,154
α8Mx,0,128067,1,598
uΘ8w,0,269665,1,1228
P@BH,0,58125,1,214
ΔεFΛ,0,344696,1,1174
AτG9,0,65569,1,226
tHθs,0,895647,1,3653
ΞPdI,0,81632,1,256
3δIι,0,30726,1,73
@γΩW,0,64332,1,271
μbZz,0,53747,1,253
Mnaκ,0,65974,1,238
U#Δc,0,194906,1,688
!u7$,0,32658,1,91
θBTι,0,64950,1,190
98Bυ,0,299102,1,1093
Z8ξγ,0,288472,1,856
ζWHΩ,0,555356,1,1540
52Jζ,0,1118187,1,4544
UrηS,0,270588,1,1240
UuLb,0,155954,1,853
γqνF,0,103508,1,580
ω9XΘ,0,31580,1,163
Φτ#N,0,117218,1,397
JγδV,0,168162,1,505
πYIC,0,558568,1,2554
3yjc,0,275450,1,1579
ΩaηI,0,542836,1,3203
PYωi,0,311069,1,1687
W6Ge,0,211143,1,1357
J2SΣ,0,11890,1,37
9m@Y,0,423528,1,2428
SEKO,0,176995,1,1009
GSψμ,0,49770,1,292
rαn2,0,310699,1,1792
2jτF,0,78000,1,208
λνζR,0,27718,1,82
ZGP@,0,1007975,1,3068
qyεω,0,587944,1,2074
7Λεr,0,245276,1,1009
k#Ng,0,510184,1,1861
rVja,0,94934,1,298
PχτJ,0,501236,1,1990
npMΩ,0,226044,1,754
XπΘW,0,44882,1,166
σyξs,0,336058,1,1228
βιDE,0,283404,1,1081
ΛV0O,0,532577,1,2119
Ex9W,0,431546,1,1576
xBυπ,0,216127,1,697
ωEγr,0,934119,1,3560
g#Sc,0,103062,1,370
ΓΞ8α,0,244700,1,784
WTΦP,0,385453,1,1291
4p75,0,674670,1,2401
Zεw6,0,353409,1,1219
vgcΩ,0,91143,1,349
RqCn,0,85678,1,382
ζν3T,0,30658,1,106
Rθ1A,0,16935,1,55
NYτn,0,852218,1,3023
$Myφ,0,428018,1,1567
ud92,0,25261,1,97
KΠPk,0,158397,1,493
φDσλ,0,933725,1,3773
kzΘM,0,155365,1,625
u!ξ3,0,163397,1,550
μMYχ,0,25352,1,31
xnωα,0,504606,1,1438
iηθπ,0,100747,1,322
πnιE,0,307833,1,778
GB$h,0,59117,1,193
ωolε,0,289573,1,1156
2#Ow,0,160494,1,739
EυηΩ,0,123413,1,457
4eLJ,0,212846,1,799
bVj@,0,349015,1,1429
δ%αU,0,256185,1,1006
NqΩ7,0,141296,1,628
uIχΞ,0,12390,1,4
SiπN,0,283269,1,880
MgτΓ,0,480404,1,1780
ψQΨS,0,21735,1,49
γπvA,0,401969,1,1219
lK$S,0,822488,1,3062
NiZφ,0,629854,1,2416
σxψ1,0,261764,1,910
S4cλ,0,265891,1,892
γltN,0,535000,1,1933
bΦKJ,0,40001,1,97
UΩηi,0,168888,1,568
Tγrφ,0,220233,1,676
%YνΩ,0,130339,1,469
Gbψu,0,400758,1,1363
αωξH,0,177495,1,640
b5Uα,0,107882,1,337
υθyB,0,211507,1,859
ΩYκΣ,0,562571,1,1969
$μ%φ,0,52313,1,211
ogJ%,0,857887,1,3476
δ@aλ,0,231743,1,982
0r3ι,0,278928,1,1081
δWβO,0,490078,1,1684
ZωCF,0,12088,1,19
P5Kω,0,66639,1,226
Πa4z,0,209979,1,766
oiει,0,129863,1,433
$QzΩ,0,143393,1,370
qι5z,0,504144,1,2050
vY6l,0,71690,1,226
DA5Φ,0,103852,1,424
υjλδ,0,47158,1,148
5VΠ7,0,153029,1,547
ζηxω,0,140122,1,526
kaKr,0,148764,1,523
aIkv,0,537284,1,2038
ζGA$,0,1267409,1,5264
τCR!,0,132499,1,433
VU7i,0,101210,1,313
φ8ΦY,0,396649,1,1318
LZSθ,0,556526,1,2098
εwJτ,0,489112,1,1657
cBtα,0,733236,1,2674
ΠΩν2,0,88513,1,301
BηLΛ,0,550807,1,2041
ωYγ!,0,56729,1,190
μNWP,0,25443,1,73
Xυx8,0,350180,1,1057
σΨSλ,0,69292,1,181
ζsx8,0,1001235,1,3659
τh!Γ,0,261485,1,1048
αnDU,0,426523,1,1885
Φ3δβ,0,243025,1,886
cFγj,0,293398,1,1033
δcλr,0,151869,1,532
rξ7γ,0,447262,1,1423
δΦW%,0,573590,1,2155
αWIβ,0,98324,1,247
mπ@S,0,439644,1,1285
!ΦXκ,0,130817,1,295
ΠIOU,0,379327,1,1558
MβΘa,0,617185,1,2026
θ3k%,0,28980,1,88
jVfd,0,64038,1,187
ζ@ωX,0,153605,1,580
ΩηIO,0,25980,1,94
V5Pχ,0,25125,1,94
olrI,0,342198,1,1339
kξ7γ,0,143977,1,640
7εΓm,0,44007,1,151
ΞPlν,0,46035,1,157
q!λυ,0,730496,1,2581
ΨIEs,0,606046,1,2260
wβ$σ,0,321493,1,1018
ΣAΨX,0,1313389,1,4565
kDhΣ,0,288394,1,1030
rθ#z,0,87029,1,418
9rbs,0,95471,1,409
8ΨbI,0,182979,1,532
ε0dT,0,944716,1,2896
e4TP,0,397908,1,1510
nuYα,0,8652,1,4
gιlD,0,73644,1,187
δVυ@,0,776267,1,2956
wζπq,0,327777,1,1189
ιΔHI,0,40713,1,145
Zzνδ,0,62954,1,280
KUvλ,0,9205,1,13
ΨφJn,0,106726,1,295
AηΦα,0,846660,1,3512
uG#μ,0,417405,1,1735
CybI,0,495879,1,1726
nΘtι,0,44278,1,58
Φo4Δ,0,1347545,1,2854
iψYh,0,610247,1,1930
XΔψJ,0,147561,1,553
j#ιJ,0,267040,1,877
oδA$,0,152541,1,577
PXeu,0,838216,1,3527
τψb3,0,63175,1,205
odγz,0,185434,1,586
δεβz,0,613378,1,2257
obIY,0,107300,1,427
9νyζ,0,629325,1,2410
Tξn0,0,31593,1,130
αγPM,0,622049,1,1885
FΓrq,0,810040,1,2764
ΔΛmf,0,1768222,1,7212
Cl3S,0,652992,1,2431
hξχΓ,0,227260,1,772
hνqU,0,20211,1,22
LzRh,0,607091,1,2089
χ@OM,0,15543,1,28
HγJA,0,148471,1,526
eΛL9,0,281199,1,1195
4azk,0,881839,1,3191
WξhR,0,115636,1,226
ηhΓP,0,469292,1,1801
XIΣα,0,261985,1,1081
Y3βτ,0,71740,1,256
sδ86,0,380005,1,1870
RζB6,0,30186,1,34
keχΦ,0,867875,1,3284
p7σF,0,399049,1,1579
@Eυi,0,28402,1,91
6Uκ9,0,157679,1,640
%uGC,0,238598,1,1087
vc7γ,0,416259,1,1633
MqLs,0,1085900,1,4403
βNSe,0,337422,1,1309
ΓIyz,0,87063,1,397
2yσz,0,197877,1,694
0XΩz,0,591998,1,2104
GiΛe,0,548319,1,3215
δχbξ,0,192799,1,1216
ψ$ku,0,42080,1,244
JφRΣ,0,201110,1,997
v3S$,0,232940,1,1396
Wθγ0,0,65055,1,403
nΠFδ,0,17697,1,85
uεπr,0,160211,1,859
ψλμc,0,132657,1,775
cζLd,0,117247,1,652
aβγψ,0,125432,1,631
ξ4yΣ,0,470390,1,2581
σw7η,0,227306,1,1174
υYfc,0,19301,1,7
DτωΓ,0,363896,1,1960
ΛMχv,0,1011817,1,5078
vYiζ,0,433994,1,2107
Sξβχ,0,286197,1,1603
φ1πU,0,263034,1,1444
ξIeα,0,21715,1,79
VνΞb,0,87582,1,508
Zη%K,0,551025,1,2746
νΠ9o,0,284603,1,1348
Nμηφ,0,196080,1,817
ΛnjP,0,358585,1,2221
UxXν,0,41045,1,196
ΠαtE,0,203614,1,1120
SτOp,0,250365,1,1555
γ6mη,0,29170,1,124
26pζ,0,117929,1,619
Ω5NB,0,56124,1,304
V2pl,0,231395,1,1078
k6V$,0,108898,1,571
χ1Ws,0,487617,1,2938
sα!f,0,12866,1,52
rτFV,0,107670,1,634
Bfπh,0,261890,1,1465
02δζ,0,143983,1,580
rPvJ,0,40026,1,223
5Eυσ,0,126557,1,628
ywLN,0,215643,1,1207
rjΘt,0,164829,1,778
q69Q,0,167969,1,856
κχΘ9,0,111974,1,616
MBVb,0,66929,1,352
ΦiXy,0,49681,1,244
ηr9F,0,150551,1,874
uΛιΔ,0,812313,1,4952
aHLo,0,145720,1,880
O5c0,0,54069,1,304
cJCj,0,168895,1,616
σgωv,0,249731,1,1426
Π$jc,0,75036,1,430
KλG8,0,244588,1,1276
hΩ5S,0,242213,1,1048
Σατp,0,254109,1,1117
φ!Πx,0,60165,1,217
μmΩβ,0,143401,1,769
μΞEU,0,269361,1,1633
UIKω,0,37276,1,244
SχBq,0,45168,1,259
s@Qr,0,60082,1,355
Δ@So,0,160129,1,904
MfZl,0,83633,1,439
8nμB,0,1068698,1,5102
ζrEN,0,310025,1,1132
γ$εΔ,0,294100,1,853
hτΞΩ,0,23946,1,73
s8φP,0,1080594,1,4223
ζtMV,0,43528,1,79
βp7v,0,69083,1,253
x9AS,0,42029,1,136
CSxc,0,567944,1,2209
8μνH,0,785547,1,2917
dαWU,0,543434,1,1912
C0l1,0,14518,1,16
hg23,0,281077,1,1210
dπY#,0,59659,1,208
HMξπ,0,363992,1,1360
NγZe,0,142091,1,463
GβC2,0,376214,1,1054
Dvf$,0,197238,1,835
ξNzE,0,529056,1,2044
gzAh,0,91260,1,292
GxεO,0,222447,1,949
Δ3dS,0,640910,1,2584
ktψu,0,168382,1,766
FSων,0,526013,1,2131
εBχM,0,34205,1,130
ZΘΨξ,0,224673,1,844
Tvdσ,0,421558,1,1808
Rσfo,0,128026,1,457
oagK,0,561310,1,1999
@Λ1υ,0,604911,1,2509
$8Rb,0,110908,1,367
πhjx,0,58784,1,187
PW@u,0,22448,1,52
#λcτ,0,338494,1,1300
δovA,0,1454165,1,5480
βaντ,0,27061,1,58
ωbIy,0,469566,1,1531
$Φt5,0,76000,1,172
K13I,0,67516,1,262
Xg#d,0,743088,1,2935
vψgR,0,84394,1,331
ΘΓVG,0,54449,1,262
b$Γc,0,128944,1,553
Llσd,0,571853,1,2326
ΦM10,0,1012972,1,4040
Ωg$M,0,1099634,1,3467
W@σ3,0,359295,1,1183
νQXl,0,75553,1,253
Πroκ,0,31988,1,79
13H9,0,592668,1,2191
ευCJ,0,527943,1,2227
pμcL,0,362151,1,1402
o1Q7,0,759497,1,3098
χ2wΓ,0,87729,1,253
κΔpΠ,0,580802,1,1696
Eydi,0,267352,1,1123
ψθγG,0,181338,1,757
Wan#,0,136574,1,505
MΨΩo,0,33361,1,118
ΦωNg,0,310190,1,1048
MHQβ,0,79711,1,229
$Zη!,0,424975,1,1171
η5LF,0,141676,1,466
dPΓ5,0,1065297,1,3767
ZX9F,0,213402,1,718
Q$oΨ,0,11044,1,7
K%op,0,247505,1,733
Ψ0@$,0,144063,1,340
4xΠ3,0,620096,1,2182
σGξs,0,10178,1,7
Wq9r,0,2053167,1,7527
γμ7π,0,133411,1,463
5Qσλ,0,15937,1,25
69yδ,0,274302,1,1018
χnqΩ,0,1309155,1,5042
h7zτ,0,646043,1,2308
βφYW,0,75543,1,109
Nκ$7,0,59805,1,220
wCθY,0,53781,1,232
knαγ,0,612732,1,2467
DFΣP,0,267653,1,1096
A#mΔ,0,303619,1,1243
giΨo,0,119414,1,418
Rkmπ,0,255532,1,1006
jzΩI,0,359418,1,1279
Nγ@i,0,225474,1,805
σθed,0,28785,1,49
ωh#Σ,0,240102,1,670
lΞψ1,0,458038,1,2023
9θEΔ,0,812138,1,3257
χΘzΦ,0,501216,1,1727
Rυ!d,0,16833,1,34
elS@,0,481012,1,1675
jzΛP,0,153517,1,454
GγWP,0,178448,1,643
Corl,0,177317,1,604
θKVF,0,482170,1,1861
ΘKΩT,0,106166,1,397
KJ%ξ,0,52751,1,142
δiθΓ,0,392735,1,1555
RΣδb,0,188725,1,649
1OZ6,0,341533,1,1060
yYΓK,0,309910,1,1195
1Ψcυ,0,130361,1,487
μΨy2,0,60672,1,161
J%Δσ,0,1032600,1,2083
Bro9,0,96275,1,367
s87f,0,163638,1,640
γtCi,0,123852,1,517
DBY1,0,596402,1,2428
!RP4,0,169252,1,643
YfDu,0,52131,1,229
λDze,0,76103,1,334
μf2$,0,1021471,1,4346
#SΦi,0,166149,1,664
ΞqF1,0,310667,1,1087
λΘPα,0,69040,1,268
XΔ5ψ,0,94551,1,400
#ηχP,0,334245,1,1246
π4μζ,0,128662,1,448
Wx80,0,565024,1,1960
kGWC,0,179794,1,667
FΨOQ,0,289935,1,946
o5γν,0,1722653,1,6243
CL#t,0,244755,1,1072
εΔTδ,0,489944,1,1568
ωιOΘ,0,493966,1,1495
Fcψy,0,300625,1,859
HJX@,0,231583,1,550
pμI!,0,96429,1,370
w$oτ,0,312197,1,1243
vxBC,0,45124,1,106
XαΨJ,0,208214,1,691
ΛJKg,0,224846,1,907
λη#T,0,841494,1,3218
